Time_min,Frequency_Hz,Impedance_Magnitude
0,500,862.8814520974069
5,500,874.7414927343085
10,500,869.365235747637
15,500,867.5794606041751
20,500,856.1733133095887
25,500,865.3242877323454
30,500,856.6177182435763
35,500,864.6497906564412
40,500,874.4128589873285
45,500,862.0202085956395
50,500,869.5371204166319
55,500,860.3522943144602
60,500,864.0916316553433
65,500,866.2758088569228
70,500,863.0172001243604
75,500,868.0811485322184
80,500,868.0672308062701
85,500,865.8715926120836
90,500,867.5562172628462
95,500,864.2608655907326
100,500,862.5187874382384
105,500,863.5298127562909
110,500,872.5340873814564
115,500,869.0461662077771
120,500,868.7270538135284
125,500,866.0999360952105
130,500,869.4229387582154
135,500,860.070774639355
140,500,861.7669340961504
145,500,863.5157596267671
150,500,861.2078334020097
155,500,864.3283376344892
160,500,867.1386803002694
165,500,868.0958010971293
170,500,860.1877792541625
175,500,873.7395014564308
180,500,857.871302622712
185,500,865.8079172487343
190,500,867.0187311362491
195,500,862.5833876001118
200,500,869.6951845534111
205,500,866.9440621983769
210,500,868.8601384487207
215,500,861.1464777299498
220,500,864.6616630071287
225,500,865.2173634635488
230,500,874.0144971108941
235,500,869.528045025113
240,500,863.367800837222
245,500,868.2862977410031
250,500,872.3629051533352
255,500,868.8318044230047
260,500,860.6789591001651
265,500,858.489666533344
270,500,860.3039354586333
275,500,871.5317225287947
280,500,863.1671858039093
285,500,867.0965563104999
290,500,858.999447743676
295,500,866.9273793714744
300,500,870.9544819158209
305,500,871.9228913797328
310,500,872.6151825200559
315,500,864.7853157280123
320,500,869.1876190565077
325,500,859.594343748097
330,500,869.7353664258864
335,500,870.8260481429837
340,500,864.5541040209351
345,500,871.9025245277588
350,500,882.2903954912637
355,500,864.8769614761418
360,500,867.5102107662681
365,500,868.7720356185231
370,500,871.5454432718162
375,500,869.6014110381376
380,500,862.53385766824
385,500,880.7716882367666
390,500,864.8700315188167
395,500,877.3316904015304
400,500,865.9924203837778
405,500,877.3290306476674
410,500,870.1420444527006
415,500,866.3679265834928
420,500,870.5950131950233
