Time_min,Frequency_Hz,Impedance_Magnitude
0,500,862.929850921219
5,500,862.2522839768662
10,500,873.224971428132
15,500,874.8214046127126
20,500,865.8887779266038
25,500,858.9681217991795
30,500,866.4021305293617
35,500,865.7553928312714
40,500,861.2991349455355
45,500,873.480346191122
50,500,870.9550819924398
55,500,859.0752868473813
60,500,870.6827457027548
65,500,859.2656309357159
70,500,864.3863900017765
75,500,862.2569029727896
80,500,863.1298931858569
85,500,866.9911455390373
90,500,864.7615688096707
95,500,865.693627779846
100,500,873.9852591850256
105,500,866.0574761293573
110,500,869.8201243808238
115,500,860.1748093425566
120,500,868.9574146790243
125,500,871.624251616242
130,500,868.900538144207
135,500,865.4862457531692
140,500,873.8262957185648
145,500,875.978498351005
150,500,869.6096869845592
155,500,877.0009241994157
160,500,875.7343717467924
165,500,870.7025622322154
170,500,871.1853823780367
175,500,874.5474741553569
180,500,872.812223050475
185,500,864.6523084368379
190,500,869.1064646835813
195,500,876.1753163925406
200,500,863.3078687271169
205,500,870.3878461630064
210,500,866.9532718232898
215,500,872.5912041045834
220,500,874.7050296123355
225,500,877.1881504931446
230,500,879.3984973762284
235,500,877.8129491684895
240,500,868.8862271757961
245,500,871.9900875062539
250,500,874.8210311680218
255,500,869.8309091208431
260,500,869.8821593426522
265,500,868.0040451782654
270,500,876.0586653742178
275,500,866.4610415950582
280,500,876.7627478138064
285,500,870.002637848904
290,500,884.3846333396211
295,500,870.2041534119529
300,500,874.3606921800422
305,500,878.1876222009075
310,500,866.4024457161953
315,500,869.116703632952
320,500,874.3168565393015
325,500,871.9664102641194
330,500,871.5508813837629
335,500,871.5158927969377
340,500,874.2922822314189
345,500,871.2293273832381
350,500,881.6235967702021
355,500,870.4726951461568
360,500,881.1279001844855
365,500,879.8476311249344
370,500,876.3037026298875
375,500,872.811840079867
380,500,875.3653228985289
385,500,881.1627362825479
390,500,880.4654714994534
395,500,875.357556943813
400,500,879.9566299796585
405,500,874.0444656964982
410,500,883.3600197821157
415,500,884.3164451852953
420,500,872.6423608003583
425,500,881.319143652608
430,500,888.1502231731016
435,500,875.4582545341858
440,500,874.6412949037123
445,500,872.7632080848852
450,500,877.3506533233378
455,500,866.7081219175493
460,500,874.7989207307177
465,500,869.8824980280681
470,500,875.0794385867297
475,500,877.3813544248616
480,500,875.8900086414666
485,500,884.8252057179176
490,500,870.8218205848927
495,500,874.2971287059956
500,500,871.0711777455984
505,500,878.2737347994635
510,500,873.944651942918
515,500,876.5074431583088
520,500,887.3537935061964
525,500,877.6230707063696
530,500,879.3282579343548
535,500,880.0511316968239
540,500,880.4724043121656
545,500,882.4863626197514
550,500,882.4397815759705
555,500,876.8709240855953
560,500,880.1667367835538
565,500,877.8755955831357
570,500,872.741982940585
575,500,881.7011799299581
580,500,882.7255567067642
585,500,880.1212663666087
590,500,884.5078307830709
595,500,868.9916345526846
600,500,885.9388079240011
605,500,878.5279028971622
610,500,874.6544313001051
615,500,877.8770624901025
620,500,876.7792842950502
625,500,880.3196966246605
630,500,884.3243299403043
635,500,885.6908479779631
640,500,876.7649718480708
645,500,879.3879307029678
650,500,890.591045343411
655,500,890.3671489401402
660,500,886.1496180032736
665,500,887.8040008231935
670,500,878.4823770903123
675,500,883.6730365845885
680,500,884.0967881833826
685,500,880.2762302237503
690,500,888.9548941544535
695,500,885.4556374873376
700,500,884.8064991921574
705,500,890.0150878939818
710,500,888.9714216636149
715,500,894.1918135716465
720,500,875.6677461290063
725,500,885.6528143065489
730,500,888.8267683286106
735,500,886.4122900314278
740,500,885.3362084966665
745,500,884.4151007939033
750,500,881.3400697666391
