Time_min,Frequency_Hz,Impedance_Magnitude
0,500,874.4648618978255
5,500,851.5765153568833
10,500,859.3229341586158
15,500,870.632590584119
20,500,861.4968869219975
25,500,869.0547379703689
30,500,868.6837697420447
35,500,869.5069624021141
40,500,865.1841326362983
45,500,863.7798093287718
50,500,879.0216614851166
55,500,863.9300007546998
60,500,862.7826767913898
65,500,858.238743406126
70,500,867.0813004898399
75,500,869.632481758519
80,500,861.2500352058353
85,500,863.7918934397381
90,500,859.1177745833745
95,500,858.7145951586346
100,500,871.254047113242
105,500,861.6200753355339
110,500,868.7720542770381
115,500,866.0034274991141
120,500,869.7422467814321
125,500,862.4688469288102
130,500,870.3460862314255
135,500,871.5330255896314
140,500,867.4911358644309
145,500,860.7361923980517
150,500,865.1614821257197
155,500,866.1738864737863
160,500,861.3694868402143
165,500,870.6948024081206
170,500,873.3419835246552
175,500,858.0190420599212
180,500,864.9420717476847
185,500,864.812128842586
190,500,872.07553785778
195,500,860.5555495977234
200,500,871.5231505032181
205,500,864.2850717561658
210,500,861.386105039499
215,500,858.8039955938799
220,500,870.7371192682552
225,500,857.714229081833
230,500,871.0282974560017
235,500,861.380961110993
240,500,870.1512039861041
245,500,859.4446788560234
250,500,874.1831523661692
255,500,865.2477030837797
260,500,870.3540783833691
265,500,867.1781979271286
270,500,865.0612654269166
275,500,868.8925370502723
280,500,874.166475855941
285,500,872.2015825829799
290,500,864.0329825697045
295,500,862.6704761035702
300,500,871.9400863733878
305,500,870.3176005328171
310,500,869.3607037331091
315,500,868.3507248080747
320,500,861.5275840915501
325,500,866.4114433677119
330,500,867.4143571962202
335,500,864.5052610987099
340,500,861.4424296307849
345,500,863.3366864642758
350,500,866.8296454053823
355,500,867.6917006122958
360,500,869.2409487598773
365,500,863.4037962193551
370,500,870.4968711994984
375,500,872.317125608291
380,500,864.84875782021
385,500,862.8845911134587
390,500,861.6820687055634
395,500,862.9349582863736
400,500,874.633933413354
405,500,874.8346710869956
410,500,870.5093137349892
415,500,868.8632815668963
420,500,865.5086512328193
425,500,871.3807698363908
430,500,862.2726824764162
435,500,869.169537219881
440,500,869.5051469675875
445,500,864.7447179746518
450,500,866.7799345573862
455,500,869.3367321615497
460,500,869.6233034039399
465,500,876.1627747678848
470,500,869.0508088437979
475,500,868.3135303700408
480,500,867.1730200693709
485,500,867.0503762304911
490,500,868.4022786022995
495,500,868.7172028396542
500,500,873.5829841007584
505,500,870.3127888525754
510,500,866.3729472189489
515,500,866.8503703771044
520,500,872.8765664688008
525,500,877.3720283744045
530,500,869.8681917811498
535,500,862.7729871713718
540,500,867.0067246165277
545,500,872.4647305190908
550,500,867.7516578936685
555,500,867.0413452977557
560,500,874.407340344396
565,500,869.8553353700015
570,500,873.2924175816631
575,500,867.3109817120958
580,500,865.56849432832
585,500,864.5403018169616
590,500,861.4965798252507
595,500,865.8175131619739
600,500,873.2762349029139
605,500,872.2039225694442
610,500,866.4797529778991
615,500,873.1208718201475
620,500,869.5130611820208
625,500,865.9293793064172
630,500,872.3570096923974
635,500,867.5855178350424
640,500,878.213670040077
645,500,876.5712072071093
650,500,865.9243770033194
655,500,874.1168750222541
660,500,876.9125806664722
665,500,871.5309047256026
670,500,873.0725548266823
675,500,875.1001879799167
680,500,873.3127637727644
685,500,873.0743567665489
690,500,874.2518870000073
695,500,868.9868615765183
700,500,871.4730470661863
705,500,871.8842180619979
710,500,874.137786475164
715,500,878.0528184569303
720,500,875.3017102208166
725,500,867.2325387557786
730,500,878.5439747930276
735,500,872.410333966644
740,500,867.1034226377761
745,500,870.4012490616801
750,500,875.4546590052488
755,500,868.8698951280512
760,500,861.3409149228858
765,500,872.3100866306706
770,500,866.8518909670456
775,500,869.3198723387588
780,500,868.6184670380104
785,500,875.3658541560728
790,500,870.1212074614972
795,500,874.3069361873628
800,500,873.7997262518315
805,500,866.7371781413866
810,500,868.5935603148216
815,500,871.3757127278462
820,500,872.8595328004338
825,500,877.2927495147474
830,500,878.4234123790524
835,500,876.5319158316669
840,500,875.5443352926852
845,500,872.2050262972208
850,500,868.8976846267915
