Time_min,Frequency_Hz,Impedance_Magnitude
0,500,865.0715185136902
5,500,856.5220584028617
10,500,871.4336606051104
15,500,865.3822027918487
20,500,859.228914241395
25,500,871.0386964611737
30,500,870.3070557333551
35,500,858.2939647204346
40,500,871.2379345674485
45,500,862.7741743999457
50,500,861.0831413013585
55,500,869.7890373333016
60,500,862.5858105889363
65,500,859.0481226052166
70,500,863.5308197130818
75,500,864.48564661479
80,500,866.6341811121019
85,500,862.919022304772
90,500,868.1295539552171
95,500,868.8034626586797
100,500,867.2085031272305
105,500,867.3413895735339
110,500,854.7678372881667
115,500,868.8274147605235
120,500,862.8678371622855
125,500,859.869794527902
130,500,867.3448270632239
135,500,859.8279048249437
140,500,869.1787089262243
145,500,877.4705535468562
150,500,874.6495941971879
155,500,867.0976463816371
160,500,862.2645907520892
165,500,869.9928297828882
170,500,867.4649661719318
175,500,873.6673568671366
180,500,865.4181782431294
185,500,866.1213266460204
190,500,866.8959340395672
195,500,875.7993975241095
200,500,875.5692677553575
205,500,869.1748114668234
210,500,874.2408421634806
215,500,867.9424652532949
220,500,872.0974446094499
225,500,865.8248850548105
230,500,871.9917568994422
235,500,869.7674732594425
240,500,872.832714146804
245,500,870.8702934882527
250,500,869.8327949112256
255,500,877.8737586753297
260,500,868.7045776012928
265,500,864.3159691744469
270,500,874.1359557860465
275,500,867.8750832570366
280,500,870.7466675105835
285,500,874.6770296539747
290,500,869.9093424197991
295,500,869.748581625526
300,500,873.0798975305921
305,500,879.7497562554178
310,500,865.7559112261374
315,500,876.5503865626267
320,500,875.9775918157376
325,500,875.4104813690063
330,500,874.6977777527624
335,500,866.7539553105788
340,500,873.223803134969
345,500,870.9812969498516
350,500,875.3448175773801
355,500,874.0070186374895
360,500,869.0045148321879
365,500,868.9599694549996
370,500,870.0824947312535
375,500,881.2968226397735
380,500,881.8480994662184
385,500,881.5106842111899
390,500,878.0107044682635
395,500,878.0415415230037
400,500,879.4758434721991
405,500,880.9865018671411
410,500,877.2823275434322
415,500,881.4955506041969
420,500,881.5464995171465
425,500,872.8495703575837
430,500,871.6244072915479
435,500,875.8778993063655
440,500,875.7710007759885
445,500,878.6536807974509
450,500,885.0509460531094
455,500,876.3025607826391
460,500,889.6282268684555
465,500,873.2290944612836
470,500,878.9763779804018
475,500,871.1317444618968
480,500,875.0013008324036
485,500,879.9700237255097
490,500,884.0095213510248
495,500,883.4254029816972
500,500,874.2094733884114
505,500,879.9026849479751
510,500,888.9404332007488
515,500,871.30478169457
520,500,872.5172693667564
525,500,879.7706716078661
530,500,877.5051374773698
535,500,877.9956379456935
540,500,876.707302769222
545,500,883.353842722964
550,500,881.468757148278
555,500,878.7843751244186
560,500,886.7194357155076
565,500,868.402390487457
570,500,883.8006802455423
575,500,878.1750238705789
580,500,879.4546628225928
585,500,878.2562625092143
590,500,881.5230483168418
595,500,876.5420333162302
600,500,880.6584517495503
605,500,883.4481809482245
610,500,882.1495302230916
615,500,884.5896230626151
620,500,881.4238774090346
625,500,881.9652098161893
630,500,879.4625681828078
635,500,877.1686017003669
640,500,880.2189010320141
645,500,883.2929164124866
650,500,883.0909117508529
655,500,883.5583369662997
660,500,882.1817148624348
665,500,881.8198933926201
670,500,880.3860683328203
675,500,884.1192896696376
680,500,879.8482958337862
685,500,881.9846994298017
690,500,880.0180061469247
695,500,889.480236423776
700,500,884.5931972835076
705,500,885.2725324731733
710,500,888.2561584124825
715,500,882.9926556133448
720,500,890.8313220365673
725,500,883.7770545443383
730,500,891.6765613930035
735,500,879.5659389291111
740,500,889.0330930996789
745,500,882.2484478315257
750,500,889.3288577827975
755,500,883.9291453653428
760,500,889.057791867015
765,500,882.4274140269289
770,500,881.0071656583214
775,500,892.4695730763046
780,500,895.145520421053
785,500,887.6649524965472
790,500,884.4276555974764
795,500,881.4402812625307
800,500,883.2483937245631
805,500,886.4855415276428
810,500,889.3458486390069
815,500,881.1075545037634
820,500,881.3676801299872
825,500,894.5074153065585
830,500,888.2595456558446
835,500,891.0612277219197
840,500,885.720485921125
845,500,891.1803193188589
850,500,884.3975712127899
855,500,882.8457705940984
860,500,886.860959076873
865,500,889.3384578689705
870,500,889.7952567610731
875,500,888.943652581604
880,500,891.2985527536557
885,500,891.2336352859185
890,500,889.5587079152004
895,500,887.8084423855158
900,500,884.0830633944483
905,500,895.509378177565
910,500,887.8215863845236
915,500,892.0360162518754
920,500,891.6180084726567
925,500,887.5903698670376
930,500,880.5556610499045
935,500,896.8085860434336
940,500,895.9525098628404
945,500,902.0106234266667
950,500,887.83304401564
955,500,894.9664964020319
960,500,893.4580049336731
965,500,885.0217785368277
970,500,891.374026590551
975,500,892.1896511119528
980,500,888.503826447632
985,500,897.8542059631187
990,500,899.3384862649291
995,500,889.9657999232155
1000,500,894.4678317918604
1005,500,890.8054964470392
1010,500,886.0438695653737
1015,500,892.4237715135105
1020,500,894.7339328937514
1025,500,885.5451681798189
1030,500,890.223342297672
1035,500,891.9108544112307
1040,500,896.0113383653239
1045,500,894.0103387493508
1050,500,895.1982135452175
1055,500,895.6557759592605
1060,500,899.7791426193243
1065,500,901.5338790243641
1070,500,894.0181368361997
1075,500,896.8465412609253
1080,500,890.7540280258369
1085,500,889.9502051557007
1090,500,897.9503248749767
1095,500,891.3597799438135
1100,500,891.8583932119424
1105,500,891.7407801578706
1110,500,894.7225397631782
1115,500,895.3238706893022
1120,500,892.3638409330035
1125,500,903.1840029407762
1130,500,896.4233497259427
1135,500,890.1174037528436
1140,500,898.0539208660922
1145,500,905.3742886551244
1150,500,902.4242867784061
1155,500,903.1490116176839
1160,500,899.6284197234683
1165,500,893.8755400298643
1170,500,905.381196032127
1175,500,893.5614394882497
1180,500,903.2480857015216
1185,500,909.8696823405777
1190,500,908.1763128807371
1195,500,898.5882898621968
1200,500,900.3160331109826
1205,500,906.8792466386413
1210,500,904.1270698576385
1215,500,904.2476652620121
1220,500,891.3508389979327
