Time_min,Frequency_Hz,Impedance_Magnitude
0,500,867.5952868888605
5,500,862.0669694039183
10,500,873.4934650962737
15,500,860.7594291821481
20,500,858.7707657138453
25,500,856.2072204103474
30,500,871.4658963092759
35,500,866.7731746216826
40,500,864.4263833054123
45,500,856.1923866300516
50,500,868.1921200549195
55,500,864.3380695876257
60,500,863.9193598375343
65,500,865.8378601323614
70,500,863.497570538349
75,500,865.9252441953846
80,500,864.1768955668995
85,500,859.4423342422975
90,500,871.6386519457536
95,500,868.5234248761033
100,500,864.9282892610455
105,500,865.9076977145726
110,500,862.6347926629523
115,500,871.826282780063
120,500,850.4308319996552
125,500,864.1886914617679
130,500,872.9639447265571
135,500,861.3356487004024
140,500,862.1953032266438
145,500,865.8760106439075
150,500,873.7410625153242
155,500,866.7368002657473
160,500,860.8273027725354
165,500,871.6186771254937
170,500,872.8467663740698
175,500,867.2601754363016
180,500,873.6739781755465
185,500,865.4094186666987
190,500,865.9688634909047
195,500,853.5388887082223
200,500,878.0578342731421
205,500,868.2755830933245
210,500,865.5141894543552
215,500,870.2718466692702
220,500,869.3533632379695
225,500,863.7290630290275
230,500,871.5171114716879
235,500,865.6877071342262
240,500,871.498966816917
245,500,865.1696529753524
250,500,869.6416636351406
255,500,865.6749022269083
260,500,879.112989492589
265,500,873.9187304216434
270,500,873.6457734029341
275,500,865.5570893889666
280,500,860.5414237346771
285,500,866.4149526901153
290,500,868.1713773141931
295,500,864.6701239846018
300,500,870.2040511354942
305,500,859.749127721037
310,500,879.0769885748481
315,500,862.649464575558
320,500,864.3102812597512
325,500,865.8933624767585
330,500,863.0133964135362
335,500,873.3938723135298
340,500,873.7968540325354
345,500,868.183898452968
350,500,871.6134174253052
355,500,863.2654900176766
360,500,864.3879586607457
365,500,867.5347438096958
370,500,869.5280797806299
375,500,878.5027506914445
380,500,867.5941786132378
385,500,870.6570365261863
390,500,870.2753044695286
395,500,863.1756196673082
400,500,863.5759259839014
405,500,866.9299626733489
410,500,873.1561179512149
415,500,876.6841411371765
420,500,863.1940203556097
425,500,873.5980602464219
430,500,867.0654698363248
435,500,878.8255486309008
440,500,871.5426882268144
445,500,876.3741767718611
450,500,866.1598710112311
455,500,867.9803302536849
460,500,869.8901547214548
465,500,869.7842107858688
470,500,865.9306174455115
475,500,868.7717770133513
480,500,866.099639099491
485,500,861.9872281249377
490,500,868.8952417198332
495,500,870.3681451084174
500,500,877.0579419348064
505,500,874.1487659153682
510,500,874.3807891856873
515,500,868.7170318471302
520,500,872.5421064482131
525,500,875.5979895421733
530,500,870.69757152759
535,500,875.6963074500454
540,500,872.656566284995
545,500,862.701253331871
550,500,868.388604011609
555,500,864.3143745785727
560,500,864.672660599823
565,500,872.4875725349892
570,500,865.7094086936505
575,500,871.5019237507169
580,500,874.4359334360114
585,500,869.6330761701108
590,500,878.2132331867969
595,500,876.5229999072862
600,500,871.9929978253235
605,500,871.0550430094456
610,500,867.4441763733416
615,500,865.8686711032027
620,500,875.660631110001
625,500,868.3453865125975
630,500,867.4075083369485
635,500,879.4070073160026
640,500,868.7252901826512
645,500,868.1199355767392
650,500,882.6987102733192
655,500,879.2522289088281
660,500,874.1051493496153
665,500,868.1727650388675
670,500,873.1522766070458
675,500,879.2446588772212
680,500,867.4896157789682
685,500,869.9784182947824
690,500,874.1935297476936
695,500,872.4823277208582
700,500,864.8527747892251
705,500,867.2575558207432
710,500,877.2872016590254
715,500,871.9374527749402
720,500,874.4095216436389
725,500,875.1696595460072
730,500,867.6130931697516
735,500,867.6238700546327
740,500,872.4830360718555
745,500,875.2935143457054
750,500,873.6297186271169
755,500,872.6794301393018
760,500,863.2370958922147
765,500,861.3714203707693
770,500,873.67219595868
775,500,877.5122238205299
780,500,870.5104556436228
785,500,874.5100746177509
790,500,876.344542666207
795,500,870.9749388010098
800,500,880.3357281262525
805,500,872.6710594859137
810,500,871.0823340951957
815,500,875.0786391582571
820,500,873.0485614400711
825,500,878.846079593909
830,500,882.4967705812546
835,500,880.420832706017
840,500,872.6530130061577
845,500,878.4026876278906
850,500,872.9133815451826
855,500,862.4222282732452
860,500,870.0839564923307
865,500,872.0594286109622
870,500,870.4100793889353
875,500,874.251630472571
880,500,882.4858938396159
885,500,874.6626375057641
890,500,875.2799248683409
895,500,871.469248338098
900,500,863.7944213364634
905,500,876.0714571957855
910,500,885.0213440100569
915,500,886.583596886946
920,500,878.2447904418848
925,500,865.0380700169956
930,500,871.1718942151319
935,500,869.1499298105585
940,500,876.1681438102869
945,500,881.9913667809573
950,500,881.3962437765347
955,500,877.6633478804962
960,500,875.8311452853077
965,500,878.3934620076082
970,500,874.457438128704
975,500,878.9383295732545
980,500,879.1446338385398
985,500,883.4517577961836
990,500,886.9094933019646
995,500,886.9395618931314
1000,500,883.8294277935861
1005,500,869.4982618138523
1010,500,882.0713918817278
1015,500,876.5790258062469
1020,500,878.0196434042829
1025,500,893.6406646707338
1030,500,886.0922233194883
1035,500,878.6847498033974
1040,500,878.0123452358335
1045,500,882.4547132147057
1050,500,886.120563745327
1055,500,875.6525342630998
1060,500,878.0678969611992
1065,500,877.4072039510667
1070,500,885.9679303863468
1075,500,870.8223655054467
1080,500,882.6816004052794
1085,500,870.8354042150672
1090,500,879.5776807674463
1095,500,874.4752060893014
1100,500,878.0837246309354
1105,500,884.8568348425214
1110,500,876.5852433476797
1115,500,881.3907737074327
1120,500,884.7130726394023
1125,500,880.1899343019826
1130,500,888.4635666692254
1135,500,883.4294342378352
1140,500,875.2365844673693
1145,500,881.7095893918726
1150,500,886.0734747893504
1155,500,878.5535754247462
1160,500,877.8488454188832
1165,500,885.6687696320819
1170,500,881.7483427041891
1175,500,883.5393635449108
1180,500,881.3543275513413
1185,500,885.270504018286
1190,500,892.9521548981285
1195,500,888.4613668261534
1200,500,890.8121407235545
1205,500,881.821686227995
1210,500,881.3529368559608
1215,500,876.4168395040451
1220,500,874.0963878740996
1225,500,890.6975891521006
1230,500,886.9607399086955
1235,500,887.2941935924616
1240,500,879.6006702554262
1245,500,883.070872798796
1250,500,886.2069354235737
1255,500,888.1435278826145
1260,500,873.4755714102654
1265,500,884.2793381495261
1270,500,889.2794505678876
1275,500,886.7483150260614
1280,500,886.3646293518506
1285,500,883.8286874778767
1290,500,891.6682002436103
1295,500,885.0272679870894
1300,500,886.5092770876744
1305,500,886.7690877781185
1310,500,892.5748634280984
1315,500,877.0106124813057
1320,500,876.2073183682919
1325,500,884.8696694830124
1330,500,879.9863820056261
1335,500,886.7892379969525
1340,500,885.676578845502
1345,500,880.8183057163578
1350,500,889.9836692853148
1355,500,889.3352460727589
1360,500,891.1168365448642
1365,500,876.0172622730386
1370,500,880.0847560867998
1375,500,898.7693621103901
1380,500,887.8001558508975
1385,500,886.885769116041
1390,500,882.6133104462237
1395,500,884.5986396572262
1400,500,887.4220565564283
1405,500,884.3352281719797
1410,500,893.6844120611604
1415,500,891.4988774559782
1420,500,890.9322817511065
1425,500,894.7774625644047
1430,500,894.4404492569398
1435,500,882.5795780960233
1440,500,881.9192998251027
1445,500,890.1591674490692
1450,500,885.8217405960739
1455,500,892.4851063147672
1460,500,895.5304341935408
1465,500,884.1095029116387
1470,500,884.9809825297477
1475,500,893.1102429483271
1480,500,894.6715226679853
1485,500,893.401700307378
1490,500,887.9828291935273
1495,500,886.3541924354697
1500,500,888.5754408743526
1505,500,884.5691658370207
1510,500,883.7386847831926
1515,500,888.2679099695747
1520,500,896.1590812869191
1525,500,896.1276852516504
1530,500,902.2990284516196
1535,500,898.2535665839082
1540,500,878.7088028315417
1545,500,891.6046599944619
1550,500,900.2558609044986
1555,500,892.2404607143383
1560,500,897.2930636397583
1565,500,894.3982573227678
1570,500,895.0101856282777
1575,500,895.4456111395773
1580,500,894.7996368347013
1585,500,893.9050887475379
1590,500,899.2469737292756
1595,500,897.5242214535434
1600,500,894.5913881435853
1605,500,896.7214421591754
