Time_min,Frequency_Hz,Impedance_Magnitude
0,500,865.4561128147993
5,500,862.0660633409786
10,500,865.8827702928072
15,500,862.9807658674246
20,500,863.3320023930229
25,500,863.0189954205155
30,500,863.7156710532486
35,500,864.6724376684738
40,500,863.3378770298217
45,500,855.9855133679266
50,500,866.6001921562959
55,500,866.927112205688
60,500,856.4168477087674
65,500,864.6744937415871
70,500,867.328874967191
75,500,863.5533099041179
80,500,860.2668375991478
85,500,865.9399252717872
90,500,860.3472091732623
95,500,858.2176109340835
100,500,868.2793206070004
105,500,857.3473802632726
110,500,870.408335690632
115,500,864.2063232213447
120,500,857.5629890153031
125,500,865.0879693194047
130,500,868.7990785515859
135,500,868.2512888467496
140,500,872.1210073246847
145,500,871.1032110683284
150,500,861.0367192692336
155,500,880.5883899764037
160,500,862.7127454836004
165,500,862.1773685420276
170,500,867.1937262915218
175,500,864.1621291636474
180,500,866.4911767371856
185,500,856.7848242724467
190,500,870.1548060530876
195,500,863.6195484994216
200,500,872.7032786668888
205,500,872.4800120569109
210,500,866.9845936020778
215,500,863.7117195834637
220,500,862.2935063203171
225,500,865.8900741349595
230,500,869.802218616315
235,500,867.0744822147348
240,500,864.5165936449534
245,500,860.9807094049064
250,500,868.0305593357194
255,500,860.5572395728698
260,500,871.4020601998227
265,500,863.3853088485534
270,500,869.1301653740808
275,500,870.1133398201465
280,500,869.1995243892526
285,500,864.3987592913969
290,500,863.4878514390888
295,500,871.5677846427561
300,500,876.2897123562174
305,500,868.8189354220641
310,500,865.1700601726803
315,500,872.3580906872936
320,500,870.7641780890506
325,500,862.5092003272575
330,500,870.870526679186
335,500,862.7417119584687
340,500,874.953424280965
345,500,867.0080766271211
350,500,859.4434657655218
355,500,871.4595664064936
360,500,874.3167165314558
365,500,879.943350417761
370,500,867.5052183917672
375,500,869.3032917540622
380,500,869.6001023671153
385,500,861.0495704195669
390,500,868.1388038002842
395,500,872.6060215417377
400,500,871.5267086225583
405,500,865.6227742109448
410,500,861.4131247263679
415,500,880.6724873155905
420,500,880.0828083004608
425,500,870.4934239061877
430,500,873.3756471171488
435,500,872.9229486358798
440,500,867.2404399430748
445,500,870.8859597297383
450,500,877.7016366563761
455,500,868.9809386942508
460,500,874.9379098322062
465,500,875.3452398656111
470,500,878.9177358633086
475,500,882.217912612932
480,500,869.5140933357754
485,500,873.4531229805822
490,500,863.581454429917
495,500,878.2510601099845
500,500,867.0970220857073
505,500,869.7476987003093
510,500,866.5036387646079
515,500,870.5504370229338
520,500,867.3705779724003
525,500,864.714442104546
530,500,870.2251675280096
535,500,865.4311928220158
540,500,876.0153764275159
545,500,863.8037645266114
550,500,868.487708719918
555,500,872.7939776647031
560,500,876.9023751423881
565,500,866.504404504867
570,500,868.2132518597748
575,500,869.2436317618883
580,500,866.6209265315943
585,500,861.9741686201994
590,500,868.6401058171075
595,500,869.5315175289226
600,500,879.9762991948149
605,500,871.0925338430253
610,500,871.0356899023509
615,500,864.3335884482499
620,500,861.7368887975166
625,500,875.9879485329116
630,500,867.59021047341
635,500,866.7144196771433
640,500,871.7011266660581
645,500,874.222589913045
650,500,863.2900857491039
655,500,872.2007947719632
660,500,869.9338473277486
665,500,865.7757319215139
670,500,862.5691008589238
675,500,870.8014072083009
680,500,878.184006137949
685,500,868.75327230705
690,500,866.3548427237748
695,500,872.3814338053398
700,500,871.6412014288748
705,500,874.6275345043581
710,500,868.4063154947455
715,500,865.8870096427424
720,500,879.4496625682093
725,500,877.7422513590685
730,500,873.4023964853009
735,500,869.1289869116468
740,500,875.6261621502368
745,500,874.5966921145288
750,500,870.53406969275
755,500,872.8898512963545
760,500,868.388965322328
765,500,881.4844324736233
770,500,872.6280082368168
775,500,871.9335000562778
780,500,877.068953161683
785,500,888.2631846052158
790,500,875.8931837027716
795,500,878.6494863911715
800,500,872.028206248083
805,500,879.9159648236653
810,500,869.9637848178597
815,500,866.7733581563874
820,500,871.6733114958223
825,500,881.5511312628639
830,500,874.8594927625671
835,500,883.87372243956
840,500,871.1697159972929
845,500,879.0492953004938
850,500,870.0858157780513
855,500,875.0324650819053
860,500,871.2909097555502
865,500,872.9452143842698
870,500,876.024597033261
875,500,877.9334513291008
880,500,873.0755791889256
885,500,874.8871391712298
890,500,874.68369789871
895,500,872.0980183691355
900,500,868.0900469028439
905,500,866.9522121576215
910,500,874.1716718916962
915,500,876.2125513003381
920,500,877.143035556214
925,500,871.4651316553375
930,500,875.0594106655673
935,500,880.4072896112986
940,500,876.378677328631
945,500,877.0641086091875
950,500,871.4637131755475
955,500,872.0746871673417
960,500,876.3198080888727
965,500,874.1058642814628
970,500,878.6018035098435
975,500,888.079769118072
980,500,873.737019232351
985,500,889.3867823213055
990,500,876.6111981011478
995,500,884.6687997218731
1000,500,877.5236930328346
1005,500,879.7834178589022
1010,500,879.3180933734063
1015,500,872.5236609874466
1020,500,879.3430886643405
1025,500,881.7417623366998
1030,500,884.0082402153689
1035,500,871.1336003159645
1040,500,873.3010855365283
1045,500,881.6597301530977
1050,500,878.6912572013078
1055,500,882.6480341391406
1060,500,880.0824544984656
1065,500,880.9994900390831
1070,500,867.910943776921
1075,500,882.999518454263
1080,500,874.6738966710178
1085,500,882.2149088359203
1090,500,868.2161458066332
1095,500,877.6704562440372
1100,500,877.5890251085394
1105,500,884.3559074705367
1110,500,876.8890625017879
1115,500,878.2758779545517
1120,500,876.0541830891163
1125,500,880.5460844081497
1130,500,876.5319504327352
1135,500,887.4935888150482
1140,500,885.5036306360861
1145,500,896.2572171204171
1150,500,877.8175338037858
1155,500,874.8375665300264
1160,500,882.6758230687938
1165,500,883.6966494214158
1170,500,886.1291909025898
1175,500,888.67297720009
1180,500,872.0841728814627
1185,500,881.07219805777
1190,500,884.1556572096949
1195,500,878.0943710086208
1200,500,870.1237035381961
1205,500,886.4378053030705
1210,500,882.2641380537435
1215,500,887.3272274600146
1220,500,887.9997147544268
1225,500,883.5639465439932
1230,500,887.3301759415426
1235,500,887.0236616336763
1240,500,876.6416559599795
1245,500,886.3665731267436
1250,500,887.5750449912588
1255,500,886.61009599664
1260,500,875.3942635841041
1265,500,886.057369497346
1270,500,877.3862636842254
1275,500,888.3964740251174
1280,500,881.6359907009416
1285,500,884.5579048639338
1290,500,894.0837976941299
1295,500,886.7449143366501
1300,500,891.1399897928166
1305,500,884.5662455425417
1310,500,880.0002382555979
1315,500,879.8675809318544
1320,500,875.302099927499
1325,500,891.4791646125341
1330,500,878.6205723629879
1335,500,880.8765156125144
1340,500,885.1449407863341
1345,500,884.6994196845799
1350,500,884.9520817216929
1355,500,884.7811120827855
1360,500,895.7242657298118
1365,500,896.6607292712511
1370,500,882.2649263678117
1375,500,886.1357006990527
1380,500,893.3660003521095
1385,500,888.2207097703593
1390,500,878.0362550803044
1395,500,898.5934643267464
1400,500,879.709900093111
1405,500,888.5248215818981
1410,500,883.5855781440181
1415,500,894.3600209372659
1420,500,881.0827773766331
1425,500,894.419848779979
