Time_min,Frequency_Hz,Impedance_Magnitude
0,500,860.6775441251315
5,500,866.1003258177865
10,500,868.5463154711631
15,500,867.0004634555894
20,500,867.2428371287427
25,500,854.3898481648826
30,500,865.8703659295187
35,500,858.3178508832875
40,500,871.322887489494
45,500,863.3535963579618
50,500,854.4880764070659
55,500,860.640924345947
60,500,861.4863028542422
65,500,859.2143734462145
70,500,868.5809594762272
75,500,863.8069137514469
80,500,866.0957482700852
85,500,867.0122897958623
90,500,863.3935716966985
95,500,864.412145171289
100,500,853.689386325011
105,500,856.9120239259559
110,500,869.39273718155
115,500,868.9286079394501
120,500,865.2812662070057
125,500,858.5868333801606
130,500,864.3580839601266
135,500,866.7392243198394
140,500,865.6763351870354
145,500,857.0259816769037
150,500,863.0843558080386
155,500,850.0868823508782
160,500,855.9792930762956
165,500,863.6163280559751
170,500,860.0469424659404
175,500,870.3858582468472
180,500,865.4574254417638
185,500,860.4943591712429
190,500,863.9495146568975
195,500,871.6582045977364
200,500,856.4210754510856
205,500,866.1284253912835
210,500,860.4974922704025
215,500,864.5199217546997
220,500,859.6600696111109
225,500,856.5872082857836
230,500,860.9256595345256
235,500,853.0669225690901
240,500,860.8407238623643
245,500,866.1090157666988
250,500,868.7766235742607
255,500,856.4687097776269
260,500,866.7866169722263
265,500,858.1964876126623
270,500,868.7787142454089
275,500,868.1549262528554
280,500,859.4252943909689
285,500,858.2753441499715
290,500,861.5161668765497
295,500,863.3571598047549
300,500,858.9943938817177
305,500,861.1501442155807
310,500,863.3118933090951
315,500,862.9499983482831
320,500,853.5538619565979
325,500,860.8385204174534
330,500,865.0797662685219
335,500,868.0340876762067
340,500,860.99931505054
345,500,862.329260952163
350,500,863.4463531177156
355,500,858.9690234752042
360,500,866.4270781337162
365,500,856.3238736772645
370,500,863.7970517480815
375,500,859.5088483207135
380,500,872.2066460153306
385,500,871.0316802483758
390,500,861.8013315383945
395,500,860.6036916437465
400,500,867.8250665613388
405,500,849.7507187043989
410,500,868.8169518000471
415,500,859.3548913635013
420,500,859.6317976925587
425,500,873.0954568819975
430,500,866.1842484084955
435,500,867.9786619616501
440,500,856.6629192036911
445,500,866.5037840396922
450,500,864.28477341535
455,500,865.8173364834489
460,500,870.7091923303269
465,500,864.8978690898028
470,500,872.8146078159227
475,500,872.9890987064342
480,500,866.3030849499553
485,500,858.0810852640999
490,500,870.7564859489905
495,500,867.342909725093
500,500,863.9792491318512
505,500,868.5951186113821
510,500,867.5837686560834
515,500,869.8701914490874
520,500,863.219967872621
525,500,865.8579801385982
530,500,879.1865448049289
535,500,869.8226367916261
540,500,868.2060330883555
545,500,865.2133877895669
550,500,863.4957608613528
555,500,862.1002977352287
560,500,861.8117411882439
565,500,862.974119851181
570,500,870.9755285944159
575,500,865.1597441681008
580,500,871.7076711785776
585,500,875.1342429385986
590,500,872.1313791816776
595,500,867.3959274388978
600,500,856.375485165002
605,500,870.5466796737393
610,500,863.2516960726525
615,500,874.5996708702577
620,500,864.8698891935167
625,500,868.5457332891777
630,500,867.8114010509267
635,500,865.9225627346545
640,500,865.550310201235
645,500,859.7437357201659
650,500,874.1948451567317
655,500,865.8595035975825
660,500,875.7692493098361
665,500,870.2645636392783
670,500,868.365423669743
675,500,873.1549447802888
680,500,870.1736077686215
685,500,874.0820135083864
690,500,868.1724228004318
695,500,870.5247050710597
700,500,860.3719795838695
705,500,864.403142333645
710,500,861.1182077597351
715,500,870.3859720820901
720,500,867.2393191349117
725,500,871.2188111558517
730,500,868.6890229266533
735,500,876.6952752224146
740,500,867.3903000958918
745,500,868.9451579281008
750,500,873.2053830629287
755,500,872.514631074441
760,500,865.9539962804608
765,500,861.7283662956776
770,500,874.3852212529263
775,500,869.4619217021332
780,500,874.7310236262597
785,500,872.9209906037592
790,500,872.7110805435817
795,500,867.9414466073985
800,500,873.8233156119001
805,500,866.894401554892
810,500,867.026489554917
815,500,864.8337522479211
820,500,872.1772710282942
825,500,870.8248956205662
830,500,880.561667949516
835,500,874.7659152167506
840,500,877.5743742988304
845,500,866.6607859810935
850,500,873.0753628506981
855,500,875.4136672080022
860,500,875.6695685026615
865,500,865.2800177349515
870,500,868.0103625064456
875,500,877.7636369708874
880,500,879.2810158226
885,500,878.5740183384149
890,500,871.3935640665344
895,500,877.6826224386506
900,500,879.3540035745341
905,500,882.0101767417923
910,500,878.8171704516582
915,500,874.0309745454057
920,500,880.7508003878878
925,500,875.6573046270491
930,500,878.4397497988103
935,500,875.6786121533038
940,500,878.475095086093
945,500,875.251432852813
950,500,876.7537189424888
955,500,874.6944262252674
960,500,875.732695867629
965,500,878.2280205034757
970,500,877.6824453632802
975,500,877.4258777360357
980,500,881.6984442623124
985,500,879.1550603884666
990,500,871.3260316331921
995,500,869.6740173699284
1000,500,877.262428588403
1005,500,885.2574792308274
1010,500,877.2883134207805
1015,500,875.6836424035674
1020,500,884.62370802212
1025,500,880.3309677224266
1030,500,865.3441206094016
1035,500,869.1733752109444
1040,500,877.1273383880898
1045,500,884.6411282338953
1050,500,877.7253153565243
1055,500,879.4916651191085
1060,500,873.5401329594032
1065,500,875.4723421074989
1070,500,872.5830810029379
1075,500,879.5954563098333
1080,500,877.2912078341931
1085,500,873.4571076047954
1090,500,879.0599304388614
1095,500,877.0982701901502
1100,500,867.47099331761
1105,500,880.8621469877835
1110,500,879.3302459406218
1115,500,880.2352782471525
1120,500,874.4602737058937
1125,500,880.0305986463021
1130,500,879.7534564527654
1135,500,884.7741668326922
1140,500,883.9320997987196
1145,500,888.7884581567062
1150,500,889.4919801132428
1155,500,886.1766416473986
1160,500,874.24150203549
1165,500,890.0659851642464
1170,500,880.0525344659036
1175,500,882.0682258579739
1180,500,883.058584416986
1185,500,880.5596276057834
1190,500,878.8090638541883
1195,500,882.3838439713238
1200,500,879.4662871434715
1205,500,878.662140847737
1210,500,883.5038550649033
1215,500,885.452655543197
1220,500,875.6842219519431
1225,500,889.9544628904656
1230,500,880.7076003297026
1235,500,890.0279717246216
1240,500,873.7378543008643
1245,500,887.1564880644235
1250,500,891.3307759644981
1255,500,881.8874097932277
1260,500,881.4340683004335
1265,500,878.3492604915468
1270,500,882.995148458559
1275,500,885.3538866041389
1280,500,881.0103671850985
1285,500,886.7411279929673
1290,500,889.207075583161
1295,500,878.4649980845384
1300,500,885.9616279666047
1305,500,884.5629679264891
1310,500,887.3890198211957
1315,500,883.7718829096632
1320,500,884.4157886735837
1325,500,892.121383477426
1330,500,887.4913201309703
1335,500,883.2689997810544
1340,500,890.4500514175458
1345,500,879.7063910763707
1350,500,882.4414862739491
1355,500,885.8412231740579
1360,500,894.9423946366265
1365,500,875.3555260568261
1370,500,881.5577289103251
1375,500,895.6414487210603
1380,500,885.63732336458
1385,500,886.5485102148082
1390,500,894.8226519906304
